location,location_name,yr,week,ew,mw,value
30,Montana,2020,40,202040,29,306
30,Montana,2020,41,202041,30,364
30,Montana,2020,42,202042,31,438
30,Montana,2020,43,202043,32,420
30,Montana,2020,44,202044,33,446
30,Montana,2020,45,202045,34,557
30,Montana,2020,46,202046,35,590
30,Montana,2020,47,202047,36,598
30,Montana,2020,48,202048,37,510
30,Montana,2020,49,202049,38,404
30,Montana,2020,50,202050,39,425
30,Montana,2020,51,202051,40,339
30,Montana,2020,52,202052,41,270
30,Montana,2020,53,202053,42,256
30,Montana,2021,1,202101,43,275
30,Montana,2021,2,202102,44,308
30,Montana,2021,3,202103,45,223
30,Montana,2021,4,202104,46,181
30,Montana,2021,5,202105,47,156
30,Montana,2021,6,202106,48,128
30,Montana,2021,7,202107,49,147
30,Montana,2021,8,202108,50,100
30,Montana,2021,9,202109,51,111
30,Montana,2021,10,202110,52,108
30,Montana,2021,11,202111,53,76
30,Montana,2021,12,202112,54,82
30,Montana,2021,13,202113,55,62
30,Montana,2021,14,202114,56,75
30,Montana,2021,15,202115,57,70
30,Montana,2021,16,202116,58,71
30,Montana,2021,17,202117,59,100
30,Montana,2021,18,202118,60,112
30,Montana,2021,19,202119,61,90
30,Montana,2021,20,202120,62,119
30,Montana,2021,21,202121,63,134
30,Montana,2021,22,202122,64,122
30,Montana,2021,23,202123,65,80
30,Montana,2021,24,202124,66,92
30,Montana,2021,25,202125,67,80
30,Montana,2021,26,202126,68,65
30,Montana,2021,27,202127,69,89
30,Montana,2021,28,202128,70,95
30,Montana,2021,29,202129,71,104
30,Montana,2021,30,202130,72,165
30,Montana,2021,31,202131,73,203
30,Montana,2021,32,202132,74,261
30,Montana,2021,33,202133,75,330
30,Montana,2021,34,202134,76,362
30,Montana,2021,35,202135,77,431
30,Montana,2021,36,202136,78,589
30,Montana,2021,37,202137,79,589
30,Montana,2021,38,202138,80,665
30,Montana,2021,39,202139,81,687
30,Montana,2021,40,202140,82,815
30,Montana,2021,41,202141,83,665
30,Montana,2021,42,202142,84,650
30,Montana,2021,43,202143,85,617
30,Montana,2021,44,202144,86,501
30,Montana,2021,45,202145,87,465
30,Montana,2021,46,202146,88,403
30,Montana,2021,47,202147,89,301
30,Montana,2021,48,202148,90,278
30,Montana,2021,49,202149,91,220
30,Montana,2021,50,202150,92,150
30,Montana,2021,51,202151,93,138
30,Montana,2021,52,202152,94,170
30,Montana,2022,1,202201,95,344
30,Montana,2022,2,202202,96,499
30,Montana,2022,3,202203,97,491
30,Montana,2022,4,202204,98,534
30,Montana,2022,5,202205,99,526
30,Montana,2022,6,202206,100,363
30,Montana,2022,7,202207,101,254
30,Montana,2022,8,202208,102,180
31,Nebraska,2020,29,202029,18,7
31,Nebraska,2020,30,202030,19,13
31,Nebraska,2020,31,202031,20,13
31,Nebraska,2020,32,202032,21,32
31,Nebraska,2020,33,202033,22,95
31,Nebraska,2020,34,202034,23,72
31,Nebraska,2020,35,202035,24,94
31,Nebraska,2020,36,202036,25,95
31,Nebraska,2020,37,202037,26,106
31,Nebraska,2020,38,202038,27,141
31,Nebraska,2020,39,202039,28,163
31,Nebraska,2020,40,202040,29,184
31,Nebraska,2020,41,202041,30,214
31,Nebraska,2020,42,202042,31,314
31,Nebraska,2020,43,202043,32,377
31,Nebraska,2020,44,202044,33,516
31,Nebraska,2020,45,202045,34,745
31,Nebraska,2020,46,202046,35,887
31,Nebraska,2020,47,202047,36,944
31,Nebraska,2020,48,202048,37,748
31,Nebraska,2020,49,202049,38,648
31,Nebraska,2020,50,202050,39,560
31,Nebraska,2020,51,202051,40,425
31,Nebraska,2020,52,202052,41,374
31,Nebraska,2020,53,202053,42,355
31,Nebraska,2021,1,202101,43,410
31,Nebraska,2021,2,202102,44,350
31,Nebraska,2021,3,202103,45,304
31,Nebraska,2021,4,202104,46,211
31,Nebraska,2021,5,202105,47,186
31,Nebraska,2021,6,202106,48,125
31,Nebraska,2021,7,202107,49,133
31,Nebraska,2021,8,202108,50,144
31,Nebraska,2021,9,202109,51,103
31,Nebraska,2021,10,202110,52,96
31,Nebraska,2021,11,202111,53,95
31,Nebraska,2021,12,202112,54,82
31,Nebraska,2021,13,202113,55,103
31,Nebraska,2021,14,202114,56,137
31,Nebraska,2021,15,202115,57,135
31,Nebraska,2021,16,202116,58,103
31,Nebraska,2021,17,202117,59,112
31,Nebraska,2021,18,202118,60,86
31,Nebraska,2021,19,202119,61,85
31,Nebraska,2021,20,202120,62,62
31,Nebraska,2021,21,202121,63,48
31,Nebraska,2021,22,202122,64,38
31,Nebraska,2021,23,202123,65,37
31,Nebraska,2021,24,202124,66,49
31,Nebraska,2021,25,202125,67,27
31,Nebraska,2021,26,202126,68,44
31,Nebraska,2021,27,202127,69,58
31,Nebraska,2021,28,202128,70,93
31,Nebraska,2021,29,202129,71,111
31,Nebraska,2021,30,202130,72,130
31,Nebraska,2021,31,202131,73,158
31,Nebraska,2021,32,202132,74,210
31,Nebraska,2021,33,202133,75,234
31,Nebraska,2021,34,202134,76,295
31,Nebraska,2021,35,202135,77,306
31,Nebraska,2021,36,202136,78,303
31,Nebraska,2021,37,202137,79,370
31,Nebraska,2021,38,202138,80,349
31,Nebraska,2021,39,202139,81,327
31,Nebraska,2021,40,202140,82,322
31,Nebraska,2021,41,202141,83,323
31,Nebraska,2021,42,202142,84,290
31,Nebraska,2021,43,202143,85,378
31,Nebraska,2021,44,202144,86,357
31,Nebraska,2021,45,202145,87,377
31,Nebraska,2021,46,202146,88,459
31,Nebraska,2021,47,202147,89,435
31,Nebraska,2021,48,202148,90,491
31,Nebraska,2021,49,202149,91,442
31,Nebraska,2021,50,202150,92,386
31,Nebraska,2021,51,202151,93,320
31,Nebraska,2021,52,202152,94,378
31,Nebraska,2022,1,202201,95,458
31,Nebraska,2022,2,202202,96,496
31,Nebraska,2022,3,202203,97,627
31,Nebraska,2022,4,202204,98,599
31,Nebraska,2022,5,202205,99,529
31,Nebraska,2022,6,202206,100,421
31,Nebraska,2022,7,202207,101,262
31,Nebraska,2022,8,202208,102,178
32,Nevada,2020,1,202001,0,528
32,Nevada,2020,2,202002,1,132
32,Nevada,2020,29,202029,18,21
32,Nevada,2020,30,202030,19,29
32,Nevada,2020,31,202031,20,348
32,Nevada,2020,32,202032,21,488
32,Nevada,2020,33,202033,22,430
32,Nevada,2020,34,202034,23,418
32,Nevada,2020,35,202035,24,367
32,Nevada,2020,36,202036,25,333
32,Nevada,2020,37,202037,26,282
32,Nevada,2020,38,202038,27,259
32,Nevada,2020,39,202039,28,282
32,Nevada,2020,40,202040,29,234
32,Nevada,2020,41,202041,30,274
32,Nevada,2020,42,202042,31,353
32,Nevada,2020,43,202043,32,350
32,Nevada,2020,44,202044,33,401
32,Nevada,2020,45,202045,34,564
32,Nevada,2020,46,202046,35,843
32,Nevada,2020,47,202047,36,989
32,Nevada,2020,48,202048,37,1042
32,Nevada,2020,49,202049,38,1132
32,Nevada,2020,50,202050,39,1272
32,Nevada,2020,51,202051,40,1256
32,Nevada,2020,52,202052,41,1139
32,Nevada,2020,53,202053,42,1127
32,Nevada,2021,1,202101,43,1170
32,Nevada,2021,2,202102,44,1104
32,Nevada,2021,3,202103,45,967
32,Nevada,2021,4,202104,46,802
32,Nevada,2021,5,202105,47,688
32,Nevada,2021,6,202106,48,589
32,Nevada,2021,7,202107,49,485
32,Nevada,2021,8,202108,50,391
32,Nevada,2021,9,202109,51,308
32,Nevada,2021,10,202110,52,278
32,Nevada,2021,11,202111,53,275
32,Nevada,2021,12,202112,54,248
32,Nevada,2021,13,202113,55,267
32,Nevada,2021,14,202114,56,265
32,Nevada,2021,15,202115,57,316
32,Nevada,2021,16,202116,58,278
32,Nevada,2021,17,202117,59,343
32,Nevada,2021,18,202118,60,265
32,Nevada,2021,19,202119,61,240
32,Nevada,2021,20,202120,62,214
32,Nevada,2021,21,202121,63,190
32,Nevada,2021,22,202122,64,186
32,Nevada,2021,23,202123,65,182
32,Nevada,2021,24,202124,66,241
32,Nevada,2021,25,202125,67,340
32,Nevada,2021,26,202126,68,468
32,Nevada,2021,27,202127,69,582
32,Nevada,2021,28,202128,70,699
32,Nevada,2021,29,202129,71,819
32,Nevada,2021,30,202130,72,944
32,Nevada,2021,31,202131,73,905
32,Nevada,2021,32,202132,74,1011
32,Nevada,2021,33,202133,75,942
32,Nevada,2021,34,202134,76,898
32,Nevada,2021,35,202135,77,824
32,Nevada,2021,36,202136,78,785
32,Nevada,2021,37,202137,79,798
32,Nevada,2021,38,202138,80,641
32,Nevada,2021,39,202139,81,610
32,Nevada,2021,40,202140,82,595
32,Nevada,2021,41,202141,83,522
32,Nevada,2021,42,202142,84,480
32,Nevada,2021,43,202143,85,486
32,Nevada,2021,44,202144,86,533
32,Nevada,2021,45,202145,87,509
32,Nevada,2021,46,202146,88,467
32,Nevada,2021,47,202147,89,488
32,Nevada,2021,48,202148,90,493
32,Nevada,2021,49,202149,91,518
32,Nevada,2021,50,202150,92,520
32,Nevada,2021,51,202151,93,591
32,Nevada,2021,52,202152,94,862
32,Nevada,2022,1,202201,95,1289
32,Nevada,2022,2,202202,96,1595
32,Nevada,2022,3,202203,97,1555
32,Nevada,2022,4,202204,98,1320
32,Nevada,2022,5,202205,99,990
32,Nevada,2022,6,202206,100,727
32,Nevada,2022,7,202207,101,517
32,Nevada,2022,8,202208,102,336
33,New Hampshire,2020,29,202029,18,6
33,New Hampshire,2020,30,202030,19,37
33,New Hampshire,2020,31,202031,20,27
33,New Hampshire,2020,32,202032,21,12
33,New Hampshire,2020,33,202033,22,18
33,New Hampshire,2020,34,202034,23,207
33,New Hampshire,2020,35,202035,24,264
33,New Hampshire,2020,36,202036,25,128
33,New Hampshire,2020,37,202037,26,8
33,New Hampshire,2020,38,202038,27,9
33,New Hampshire,2020,39,202039,28,23
33,New Hampshire,2020,40,202040,29,19
33,New Hampshire,2020,41,202041,30,16
33,New Hampshire,2020,42,202042,31,21
33,New Hampshire,2020,43,202043,32,20
33,New Hampshire,2020,44,202044,33,33
33,New Hampshire,2020,45,202045,34,34
33,New Hampshire,2020,46,202046,35,75
33,New Hampshire,2020,47,202047,36,88
33,New Hampshire,2020,48,202048,37,142
33,New Hampshire,2020,49,202049,38,188
33,New Hampshire,2020,50,202050,39,300
33,New Hampshire,2020,51,202051,40,259
33,New Hampshire,2020,52,202052,41,257
33,New Hampshire,2020,53,202053,42,303
33,New Hampshire,2021,1,202101,43,260
33,New Hampshire,2021,2,202102,44,227
33,New Hampshire,2021,3,202103,45,209
33,New Hampshire,2021,4,202104,46,160
33,New Hampshire,2021,5,202105,47,138
33,New Hampshire,2021,6,202106,48,98
33,New Hampshire,2021,7,202107,49,82
33,New Hampshire,2021,8,202108,50,78
33,New Hampshire,2021,9,202109,51,80
33,New Hampshire,2021,10,202110,52,80
33,New Hampshire,2021,11,202111,53,79
33,New Hampshire,2021,12,202112,54,79
33,New Hampshire,2021,13,202113,55,94
33,New Hampshire,2021,14,202114,56,110
33,New Hampshire,2021,15,202115,57,142
33,New Hampshire,2021,16,202116,58,108
33,New Hampshire,2021,17,202117,59,74
33,New Hampshire,2021,18,202118,60,90
33,New Hampshire,2021,19,202119,61,50
33,New Hampshire,2021,20,202120,62,67
33,New Hampshire,2021,21,202121,63,48
33,New Hampshire,2021,22,202122,64,27
33,New Hampshire,2021,23,202123,65,22
33,New Hampshire,2021,24,202124,66,22
33,New Hampshire,2021,25,202125,67,9
33,New Hampshire,2021,26,202126,68,12
33,New Hampshire,2021,27,202127,69,22
33,New Hampshire,2021,28,202128,70,17
33,New Hampshire,2021,29,202129,71,33
33,New Hampshire,2021,30,202130,72,27
33,New Hampshire,2021,31,202131,73,46
33,New Hampshire,2021,32,202132,74,70
33,New Hampshire,2021,33,202133,75,119
33,New Hampshire,2021,34,202134,76,143
33,New Hampshire,2021,35,202135,77,147
33,New Hampshire,2021,36,202136,78,124
33,New Hampshire,2021,37,202137,79,107
33,New Hampshire,2021,38,202138,80,126
33,New Hampshire,2021,39,202139,81,133
33,New Hampshire,2021,40,202140,82,116
33,New Hampshire,2021,41,202141,83,155
33,New Hampshire,2021,42,202142,84,175
33,New Hampshire,2021,43,202143,85,177
33,New Hampshire,2021,44,202144,86,197
33,New Hampshire,2021,45,202145,87,235
33,New Hampshire,2021,46,202146,88,269
33,New Hampshire,2021,47,202147,89,311
33,New Hampshire,2021,48,202148,90,384
33,New Hampshire,2021,49,202149,91,408
33,New Hampshire,2021,50,202150,92,339
33,New Hampshire,2021,51,202151,93,309
33,New Hampshire,2021,52,202152,94,312
33,New Hampshire,2022,1,202201,95,323
33,New Hampshire,2022,2,202202,96,434
33,New Hampshire,2022,3,202203,97,425
33,New Hampshire,2022,4,202204,98,322
33,New Hampshire,2022,5,202205,99,273
33,New Hampshire,2022,6,202206,100,213
33,New Hampshire,2022,7,202207,101,124
33,New Hampshire,2022,8,202208,102,103
34,New Jersey,2020,29,202029,18,128
34,New Jersey,2020,30,202030,19,220
34,New Jersey,2020,31,202031,20,275
34,New Jersey,2020,32,202032,21,75
34,New Jersey,2020,33,202033,22,122
34,New Jersey,2020,34,202034,23,177
34,New Jersey,2020,35,202035,24,258
34,New Jersey,2020,36,202036,25,218
34,New Jersey,2020,37,202037,26,187
34,New Jersey,2020,38,202038,27,180
34,New Jersey,2020,39,202039,28,198
34,New Jersey,2020,40,202040,29,273
34,New Jersey,2020,41,202041,30,426
34,New Jersey,2020,42,202042,31,501
34,New Jersey,2020,43,202043,32,650
34,New Jersey,2020,44,202044,33,769
34,New Jersey,2020,45,202045,34,1092
34,New Jersey,2020,46,202046,35,1756
34,New Jersey,2020,47,202047,36,2314
34,New Jersey,2020,48,202048,37,2497
34,New Jersey,2020,49,202049,38,2885
34,New Jersey,2020,50,202050,39,3069
34,New Jersey,2020,51,202051,40,2912
34,New Jersey,2020,52,202052,41,2918
34,New Jersey,2020,53,202053,42,2882
34,New Jersey,2021,1,202101,43,2980
34,New Jersey,2021,2,202102,44,2982
34,New Jersey,2021,3,202103,45,2618
34,New Jersey,2021,4,202104,46,2361
34,New Jersey,2021,5,202105,47,2311
34,New Jersey,2021,6,202106,48,1815
34,New Jersey,2021,7,202107,49,1574
34,New Jersey,2021,8,202108,50,1650
34,New Jersey,2021,9,202109,51,1545
34,New Jersey,2021,10,202110,52,1723
34,New Jersey,2021,11,202111,53,1777
34,New Jersey,2021,12,202112,54,2170
34,New Jersey,2021,13,202113,55,2172
34,New Jersey,2021,14,202114,56,2177
34,New Jersey,2021,15,202115,57,1780
34,New Jersey,2021,16,202116,58,1551
34,New Jersey,2021,17,202117,59,1190
34,New Jersey,2021,18,202118,60,984
34,New Jersey,2021,19,202119,61,674
34,New Jersey,2021,20,202120,62,534
34,New Jersey,2021,21,202121,63,431
34,New Jersey,2021,22,202122,64,326
34,New Jersey,2021,23,202123,65,268
34,New Jersey,2021,24,202124,66,224
34,New Jersey,2021,25,202125,67,239
34,New Jersey,2021,26,202126,68,211
34,New Jersey,2021,27,202127,69,242
34,New Jersey,2021,28,202128,70,283
34,New Jersey,2021,29,202129,71,369
34,New Jersey,2021,30,202130,72,494
34,New Jersey,2021,31,202131,73,617
34,New Jersey,2021,32,202132,74,824
34,New Jersey,2021,33,202133,75,988
34,New Jersey,2021,34,202134,76,962
34,New Jersey,2021,35,202135,77,1021
34,New Jersey,2021,36,202136,78,1032
34,New Jersey,2021,37,202137,79,1010
34,New Jersey,2021,38,202138,80,892
34,New Jersey,2021,39,202139,81,899
34,New Jersey,2021,40,202140,82,752
34,New Jersey,2021,41,202141,83,740
34,New Jersey,2021,42,202142,84,684
34,New Jersey,2021,43,202143,85,566
34,New Jersey,2021,44,202144,86,532
34,New Jersey,2021,45,202145,87,622
34,New Jersey,2021,46,202146,88,771
34,New Jersey,2021,47,202147,89,889
34,New Jersey,2021,48,202148,90,1207
34,New Jersey,2021,49,202149,91,1665
34,New Jersey,2021,50,202150,92,1835
34,New Jersey,2021,51,202151,93,2682
34,New Jersey,2021,52,202152,94,5037
34,New Jersey,2022,1,202201,95,6296
34,New Jersey,2022,2,202202,96,5420
34,New Jersey,2022,3,202203,97,3884
34,New Jersey,2022,4,202204,98,2650
34,New Jersey,2022,5,202205,99,1633
34,New Jersey,2022,6,202206,100,1160
34,New Jersey,2022,7,202207,101,808
34,New Jersey,2022,8,202208,102,692
35,New Mexico,2020,29,202029,18,110
35,New Mexico,2020,30,202030,19,134
35,New Mexico,2020,31,202031,20,105
35,New Mexico,2020,32,202032,21,112
35,New Mexico,2020,33,202033,22,81
35,New Mexico,2020,34,202034,23,203
35,New Mexico,2020,35,202035,24,165
35,New Mexico,2020,36,202036,25,50
35,New Mexico,2020,37,202037,26,56
35,New Mexico,2020,38,202038,27,117
35,New Mexico,2020,39,202039,28,79
35,New Mexico,2020,40,202040,29,127
35,New Mexico,2020,41,202041,30,149
35,New Mexico,2020,42,202042,31,176
35,New Mexico,2020,43,202043,32,364
35,New Mexico,2020,44,202044,33,401
35,New Mexico,2020,45,202045,34,556
35,New Mexico,2020,46,202046,35,761
35,New Mexico,2020,47,202047,36,849
35,New Mexico,2020,48,202048,37,826
35,New Mexico,2020,49,202049,38,969
35,New Mexico,2020,50,202050,39,890
35,New Mexico,2020,51,202051,40,841
35,New Mexico,2020,52,202052,41,890
35,New Mexico,2020,53,202053,42,835
35,New Mexico,2021,1,202101,43,707
35,New Mexico,2021,2,202102,44,756
35,New Mexico,2021,3,202103,45,709
35,New Mexico,2021,4,202104,46,591
35,New Mexico,2021,5,202105,47,432
35,New Mexico,2021,6,202106,48,259
35,New Mexico,2021,7,202107,49,232
35,New Mexico,2021,8,202108,50,170
35,New Mexico,2021,9,202109,51,176
35,New Mexico,2021,10,202110,52,139
35,New Mexico,2021,11,202111,53,129
35,New Mexico,2021,12,202112,54,116
35,New Mexico,2021,13,202113,55,102
35,New Mexico,2021,14,202114,56,109
35,New Mexico,2021,15,202115,57,126
35,New Mexico,2021,16,202116,58,122
35,New Mexico,2021,17,202117,59,164
35,New Mexico,2021,18,202118,60,200
35,New Mexico,2021,19,202119,61,146
35,New Mexico,2021,20,202120,62,173
35,New Mexico,2021,21,202121,63,132
35,New Mexico,2021,22,202122,64,103
35,New Mexico,2021,23,202123,65,88
35,New Mexico,2021,24,202124,66,99
35,New Mexico,2021,25,202125,67,85
35,New Mexico,2021,26,202126,68,80
35,New Mexico,2021,27,202127,69,104
35,New Mexico,2021,28,202128,70,99
35,New Mexico,2021,29,202129,71,133
35,New Mexico,2021,30,202130,72,182
35,New Mexico,2021,31,202131,73,239
35,New Mexico,2021,32,202132,74,318
35,New Mexico,2021,33,202133,75,389
35,New Mexico,2021,34,202134,76,453
35,New Mexico,2021,35,202135,77,468
35,New Mexico,2021,36,202136,78,379
35,New Mexico,2021,37,202137,79,373
35,New Mexico,2021,38,202138,80,311
35,New Mexico,2021,39,202139,81,341
35,New Mexico,2021,40,202140,82,364
35,New Mexico,2021,41,202141,83,344
35,New Mexico,2021,42,202142,84,429
35,New Mexico,2021,43,202143,85,465
35,New Mexico,2021,44,202144,86,460
35,New Mexico,2021,45,202145,87,501
35,New Mexico,2021,46,202146,88,538
35,New Mexico,2021,47,202147,89,472
35,New Mexico,2021,48,202148,90,552
35,New Mexico,2021,49,202149,91,533
35,New Mexico,2021,50,202150,92,433
35,New Mexico,2021,51,202151,93,415
35,New Mexico,2021,52,202152,94,429
35,New Mexico,2022,1,202201,95,532
35,New Mexico,2022,2,202202,96,620
35,New Mexico,2022,3,202203,97,765
35,New Mexico,2022,4,202204,98,671
35,New Mexico,2022,5,202205,99,657
35,New Mexico,2022,6,202206,100,458
35,New Mexico,2022,7,202207,101,303
35,New Mexico,2022,8,202208,102,232
36,New York,2020,15,202015,4,0
36,New York,2020,16,202016,5,1
36,New York,2020,17,202017,6,0
36,New York,2020,18,202018,7,1
36,New York,2020,19,202019,8,1
36,New York,2020,20,202020,9,1
36,New York,2020,21,202021,10,5
36,New York,2020,22,202022,11,1
36,New York,2020,23,202023,12,3
36,New York,2020,24,202024,13,1
36,New York,2020,25,202025,14,0
36,New York,2020,26,202026,15,0
36,New York,2020,27,202027,16,0
36,New York,2020,28,202028,17,0
36,New York,2020,29,202029,18,270
36,New York,2020,30,202030,19,575
36,New York,2020,31,202031,20,524
36,New York,2020,32,202032,21,526
36,New York,2020,33,202033,22,520
36,New York,2020,34,202034,23,887
36,New York,2020,35,202035,24,507
36,New York,2020,36,202036,25,511
36,New York,2020,37,202037,26,604
36,New York,2020,38,202038,27,607
36,New York,2020,39,202039,28,708
36,New York,2020,40,202040,29,867
36,New York,2020,41,202041,30,955
36,New York,2020,42,202042,31,1026
36,New York,2020,43,202043,32,1036
36,New York,2020,44,202044,33,1017
36,New York,2020,45,202045,34,1799
36,New York,2020,46,202046,35,2682
36,New York,2020,47,202047,36,3115
36,New York,2020,48,202048,37,3935
36,New York,2020,49,202049,38,4717
36,New York,2020,50,202050,39,5702
36,New York,2020,51,202051,40,6155
36,New York,2020,52,202052,41,6889
36,New York,2020,53,202053,42,7211
36,New York,2021,1,202101,43,7810
36,New York,2021,2,202102,44,7698
36,New York,2021,3,202103,45,6629
36,New York,2021,4,202104,46,5987
36,New York,2021,5,202105,47,5623
36,New York,2021,6,202106,48,4890
36,New York,2021,7,202107,49,4152
36,New York,2021,8,202108,50,4234
36,New York,2021,9,202109,51,3805
36,New York,2021,10,202110,52,3720
36,New York,2021,11,202111,53,3796
36,New York,2021,12,202112,54,4024
36,New York,2021,13,202113,55,3762
36,New York,2021,14,202114,56,3573
36,New York,2021,15,202115,57,3268
36,New York,2021,16,202116,58,2755
36,New York,2021,17,202117,59,2122
36,New York,2021,18,202118,60,1790
36,New York,2021,19,202119,61,1401
36,New York,2021,20,202120,62,1199
36,New York,2021,21,202121,63,951
36,New York,2021,22,202122,64,699
36,New York,2021,23,202123,65,588
36,New York,2021,24,202124,66,471
36,New York,2021,25,202125,67,416
36,New York,2021,26,202126,68,378
36,New York,2021,27,202127,69,384
36,New York,2021,28,202128,70,468
36,New York,2021,29,202129,71,636
36,New York,2021,30,202130,72,849
36,New York,2021,31,202131,73,1353
36,New York,2021,32,202132,74,1910
36,New York,2021,33,202133,75,2036
36,New York,2021,34,202134,76,2128
36,New York,2021,35,202135,77,2235
36,New York,2021,36,202136,78,2184
36,New York,2021,37,202137,79,2157
36,New York,2021,38,202138,80,2062
36,New York,2021,39,202139,81,1898
36,New York,2021,40,202140,82,1900
36,New York,2021,41,202141,83,1956
36,New York,2021,42,202142,84,1777
36,New York,2021,43,202143,85,1638
36,New York,2021,44,202144,86,1634
36,New York,2021,45,202145,87,1856
36,New York,2021,46,202146,88,2303
36,New York,2021,47,202147,89,2676
36,New York,2021,48,202148,90,3100
36,New York,2021,49,202149,91,3344
36,New York,2021,50,202150,92,3568
36,New York,2021,51,202151,93,5219
36,New York,2021,52,202152,94,9644
36,New York,2022,1,202201,95,11952
36,New York,2022,2,202202,96,11071
36,New York,2022,3,202203,97,8290
36,New York,2022,4,202204,98,5588
36,New York,2022,5,202205,99,4034
36,New York,2022,6,202206,100,2714
36,New York,2022,7,202207,101,1891
36,New York,2022,8,202208,102,1519
37,North Carolina,2020,29,202029,18,497
37,North Carolina,2020,30,202030,19,914
37,North Carolina,2020,31,202031,20,1020
37,North Carolina,2020,32,202032,21,994
37,North Carolina,2020,33,202033,22,598
37,North Carolina,2020,34,202034,23,779
37,North Carolina,2020,35,202035,24,2062
37,North Carolina,2020,36,202036,25,1334
37,North Carolina,2020,37,202037,26,678
37,North Carolina,2020,38,202038,27,647
37,North Carolina,2020,39,202039,28,683
37,North Carolina,2020,40,202040,29,719
37,North Carolina,2020,41,202041,30,1018
37,North Carolina,2020,42,202042,31,1028
37,North Carolina,2020,43,202043,32,1013
37,North Carolina,2020,44,202044,33,991
37,North Carolina,2020,45,202045,34,1109
37,North Carolina,2020,46,202046,35,1263
37,North Carolina,2020,47,202047,36,1497
37,North Carolina,2020,48,202048,37,1583
37,North Carolina,2020,49,202049,38,1921
37,North Carolina,2020,50,202050,39,2177
37,North Carolina,2020,51,202051,40,2343
37,North Carolina,2020,52,202052,41,2600
37,North Carolina,2020,53,202053,42,2816
37,North Carolina,2021,1,202101,43,3206
37,North Carolina,2021,2,202102,44,3098
37,North Carolina,2021,3,202103,45,2677
37,North Carolina,2021,4,202104,46,2320
37,North Carolina,2021,5,202105,47,1843
37,North Carolina,2021,6,202106,48,1513
37,North Carolina,2021,7,202107,49,1182
37,North Carolina,2021,8,202108,50,987
37,North Carolina,2021,9,202109,51,826
37,North Carolina,2021,10,202110,52,814
37,North Carolina,2021,11,202111,53,734
37,North Carolina,2021,12,202112,54,712
37,North Carolina,2021,13,202113,55,774
37,North Carolina,2021,14,202114,56,768
37,North Carolina,2021,15,202115,57,931
37,North Carolina,2021,16,202116,58,935
37,North Carolina,2021,17,202117,59,858
37,North Carolina,2021,18,202118,60,752
37,North Carolina,2021,19,202119,61,719
37,North Carolina,2021,20,202120,62,570
37,North Carolina,2021,21,202121,63,538
37,North Carolina,2021,22,202122,64,453
37,North Carolina,2021,23,202123,65,378
37,North Carolina,2021,24,202124,66,360
37,North Carolina,2021,25,202125,67,314
37,North Carolina,2021,26,202126,68,320
37,North Carolina,2021,27,202127,69,339
37,North Carolina,2021,28,202128,70,511
37,North Carolina,2021,29,202129,71,769
37,North Carolina,2021,30,202130,72,1117
37,North Carolina,2021,31,202131,73,1532
37,North Carolina,2021,32,202132,74,2126
37,North Carolina,2021,33,202133,75,2457
37,North Carolina,2021,34,202134,76,2599
37,North Carolina,2021,35,202135,77,2714
37,North Carolina,2021,36,202136,78,2568
37,North Carolina,2021,37,202137,79,2358
37,North Carolina,2021,38,202138,80,2249
37,North Carolina,2021,39,202139,81,1759
37,North Carolina,2021,40,202140,82,1602
37,North Carolina,2021,41,202141,83,1363
37,North Carolina,2021,42,202142,84,903
37,North Carolina,2021,43,202143,85,790
37,North Carolina,2021,44,202144,86,762
37,North Carolina,2021,45,202145,87,711
37,North Carolina,2021,46,202146,88,804
37,North Carolina,2021,47,202147,89,894
37,North Carolina,2021,48,202148,90,994
37,North Carolina,2021,49,202149,91,1222
37,North Carolina,2021,50,202150,92,1350
37,North Carolina,2021,51,202151,93,1563
37,North Carolina,2021,52,202152,94,2391
37,North Carolina,2022,1,202201,95,3399
37,North Carolina,2022,2,202202,96,4104
37,North Carolina,2022,3,202203,97,4096
37,North Carolina,2022,4,202204,98,4282
37,North Carolina,2022,5,202205,99,3232
37,North Carolina,2022,6,202206,100,2346
37,North Carolina,2022,7,202207,101,1679
37,North Carolina,2022,8,202208,102,1316
38,North Dakota,2020,31,202031,20,34
38,North Dakota,2020,32,202032,21,85
38,North Dakota,2020,33,202033,22,54
38,North Dakota,2020,34,202034,23,59
38,North Dakota,2020,35,202035,24,66
38,North Dakota,2020,36,202036,25,74
38,North Dakota,2020,37,202037,26,69
38,North Dakota,2020,38,202038,27,120
38,North Dakota,2020,39,202039,28,125
38,North Dakota,2020,40,202040,29,188
38,North Dakota,2020,41,202041,30,217
38,North Dakota,2020,42,202042,31,167
38,North Dakota,2020,43,202043,32,243
38,North Dakota,2020,44,202044,33,309
38,North Dakota,2020,45,202045,34,400
38,North Dakota,2020,46,202046,35,422
38,North Dakota,2020,47,202047,36,408
38,North Dakota,2020,48,202048,37,314
38,North Dakota,2020,49,202049,38,283
38,North Dakota,2020,50,202050,39,222
38,North Dakota,2020,51,202051,40,170
38,North Dakota,2020,52,202052,41,163
38,North Dakota,2020,53,202053,42,129
38,North Dakota,2021,1,202101,43,108
38,North Dakota,2021,2,202102,44,104
38,North Dakota,2021,3,202103,45,72
38,North Dakota,2021,4,202104,46,71
38,North Dakota,2021,5,202105,47,60
