location_name,quantile,target_end_date,value
Florida,0.25,2022-02-12,77.75515341371695
Florida,0.25,2022-02-19,76.67249376114705
Florida,0.3,2022-01-22,83.40791884753193
Florida,0.3,2022-01-29,84.78063088995279
Florida,0.3,2022-02-05,86.15334293237366
Florida,0.3,2022-02-12,85.73334684407506
Florida,0.3,2022-02-19,85.31335075577645
Florida,0.35,2022-01-22,88.88702518478345
Florida,0.35,2022-01-29,91.10135329082797
Florida,0.35,2022-02-05,93.31568139687248
Florida,0.35,2022-02-12,93.58581270415033
Florida,0.35,2022-02-19,93.85594401142818
Florida,0.4,2022-01-22,94.23391026708302
Florida,0.4,2022-01-29,97.37017296834377
Florida,0.4,2022-02-05,100.50643566960451
Florida,0.4,2022-02-12,101.48293055327254
Florida,0.4,2022-02-19,102.45942543694056
Florida,0.45,2022-01-22,99.67733389362016
Florida,0.45,2022-01-29,103.75934929985648
Florida,0.45,2022-02-05,107.8413647060928
Florida,0.45,2022-02-12,109.57169508125799
Florida,0.45,2022-02-19,111.30202545642317
Florida,0.5,2022-01-22,105.33522314755112
Florida,0.5,2022-01-29,110.40467424722901
Florida,0.5,2022-02-05,115.4741253469069
Florida,0.5,2022-02-12,118.02373800971057
Florida,0.5,2022-02-19,120.57335067251424
Florida,0.55,2022-01-22,111.3222810876358
Florida,0.55,2022-01-29,117.43661159085286
Florida,0.55,2022-02-05,123.55094209406994
Florida,0.55,2022-02-12,127.02477894299628
Florida,0.55,2022-02-19,130.49861579192262
Florida,0.6,2022-01-22,117.77638862452856
Florida,0.6,2022-01-29,125.02588267838317
Florida,0.6,2022-02-05,132.27537673223776
Florida,0.6,2022-02-12,136.84023124255003
Florida,0.6,2022-02-19,141.4050857528623
Florida,0.65,2022-01-22,124.88955821884586
Florida,0.65,2022-01-29,133.4073369920173
Florida,0.65,2022-02-05,141.92511576518874
Florida,0.65,2022-02-12,147.8538248386718
Florida,0.65,2022-02-19,153.78253391215492
Florida,0.7,2022-01-22,132.95651888445434
Florida,0.7,2022-01-29,142.93361315655196
Florida,0.7,2022-02-05,152.91070742864957
Florida,0.7,2022-02-12,160.72734017404971
Florida,0.7,2022-02-19,168.54397291944986
Florida,0.75,2022-01-22,142.4382701474326
Florida,0.75,2022-01-29,154.2258953240107
Florida,0.75,2022-02-05,166.01352050058884
Florida,0.75,2022-02-12,176.6454775942256
Florida,0.75,2022-02-19,187.2774346878624
Florida,0.8,2022-01-22,154.14137852239136
Florida,0.8,2022-01-29,168.38284357540056
Florida,0.8,2022-02-05,182.62430862840975
Florida,0.8,2022-02-12,197.7626335673375
Florida,0.8,2022-02-19,212.90095850626528
Florida,0.85,2022-01-22,169.53141543383035
Florida,0.85,2022-01-29,187.61470749360512
Florida,0.85,2022-02-05,205.6979995533799
Florida,0.85,2022-02-12,228.48346157514112
Florida,0.85,2022-02-19,251.26892359690237
Florida,0.9,2022-01-22,192.2810011622791
Florida,0.9,2022-01-29,217.40238840749748
Florida,0.9,2022-02-05,242.52377565271587
Florida,0.9,2022-02-12,279.8654404933494
Florida,0.9,2022-02-19,317.2071053339829
Florida,0.95,2022-01-22,239.3155004847493
Florida,0.95,2022-01-29,279.85409731548134
Florida,0.95,2022-02-05,320.3926941462134
Florida,0.95,2022-02-12,395.1291297751087
Florida,0.95,2022-02-19,469.8655654040041
Florida,0.975,2022-01-22,304.80520530066264
Florida,0.975,2022-01-29,364.35606730029315
Florida,0.975,2022-02-05,423.9069292999237
Florida,0.975,2022-02-12,555.5808428349178
Florida,0.975,2022-02-19,687.254756369912
Florida,0.99,2022-01-22,438.90780344243535
Florida,0.99,2022-01-29,528.8292618581214
Florida,0.99,2022-02-05,618.7507202738075
Florida,0.99,2022-02-12,854.0140899196185
Florida,0.99,2022-02-19,1089.2774595654296
New York,0.01,2022-01-22,10.949217432389585
New York,0.01,2022-01-29,9.854090279013063
New York,0.01,2022-02-05,8.75896312563654
New York,0.01,2022-02-12,7.295801470557888
New York,0.01,2022-02-19,5.832639815479235
New York,0.025,2022-01-22,14.65815444790556
New York,0.025,2022-01-29,14.100737188145825
New York,0.025,2022-02-05,13.543319928386088
New York,0.025,2022-02-12,11.104020281754783
New York,0.025,2022-02-19,8.664720635123478
New York,0.05,2022-01-22,18.43646360645487
New York,0.05,2022-01-29,18.6954414585428
New York,0.05,2022-02-05,18.95441931063073
New York,0.05,2022-02-12,15.847791874446184
New York,0.05,2022-02-19,12.741164438261638
New York,0.1,2022-01-22,24.034538301376745
New York,0.1,2022-01-29,25.44942307598437
New York,0.1,2022-02-05,26.86430785059199
New York,0.1,2022-02-12,23.372187739797198
New York,0.1,2022-02-19,19.880067629002404
New York,0.15,2022-01-22,28.367664311196236
New York,0.15,2022-01-29,30.807222010143168
New York,0.15,2022-02-05,33.2467797090901
New York,0.15,2022-02-12,29.904358368016528
New York,0.15,2022-02-19,26.561937026942957
New York,0.2,2022-01-22,32.07012738015721
New York,0.2,2022-01-29,35.52987210206639
New York,0.2,2022-02-05,38.98961682397557
New York,0.2,2022-02-12,36.03541552887316
New York,0.2,2022-02-19,33.081214233770744
New York,0.25,2022-01-22,35.43573372505168
New York,0.25,2022-01-29,39.936510516949824
New York,0.25,2022-02-05,44.43728730884797
New York,0.25,2022-02-12,42.03837804702257
New York,0.25,2022-02-19,39.63946878519717
New York,0.3,2022-01-22,38.62439153651221
New York,0.3,2022-01-29,44.206794775287236
New York,0.3,2022-02-05,49.789198014062265
New York,0.3,2022-02-12,48.0724568411999
New York,0.3,2022-02-19,46.35571566833754
New York,0.35,2022-01-22,41.75725026172947
New York,0.35,2022-01-29,48.45395794948638
New York,0.35,2022-02-05,55.1506656372433
New York,0.35,2022-02-12,54.15040377078638
New York,0.35,2022-02-19,53.150141904329466
New York,0.4,2022-01-22,44.92606031046467
New York,0.4,2022-01-29,52.77758692299176
New York,0.4,2022-02-05,60.62911353551884
New York,0.4,2022-02-12,60.1019475412308
New York,0.4,2022-02-19,59.574781546942766
New York,0.45,2022-01-22,48.215899566067534
New York,0.45,2022-01-29,57.26830766669122
New York,0.45,2022-02-05,66.32071576731491
New York,0.45,2022-02-12,65.97729066112123
New York,0.45,2022-02-19,65.63386555492755
New York,0.5,2022-01-22,51.7052843200192
New York,0.5,2022-01-29,62.02233066999345
New York,0.5,2022-02-05,72.3393770199677
New York,0.5,2022-02-12,72.22165232736918
New York,0.5,2022-02-19,72.10392763477068
New York,0.55,2022-01-22,55.48760427825355
New York,0.55,2022-01-29,67.15752858197362
New York,0.55,2022-02-05,78.8274528856937
New York,0.55,2022-02-12,79.10354173510812
New York,0.55,2022-02-19,79.37963058452254
New York,0.6,2022-01-22,59.69130645380554
New York,0.6,2022-01-29,72.8392869542779
New York,0.6,2022-02-05,85.98726745475024
New York,0.6,2022-02-12,86.91787885844964
New York,0.6,2022-02-19,87.84849026214904
New York,0.65,2022-01-22,64.50706422839129
New York,0.65,2022-01-29,79.31421120114905
New York,0.65,2022-02-05,94.1213581739068
New York,0.65,2022-02-12,96.0880779647097
New York,0.65,2022-02-19,98.0547977555126
New York,0.7,2022-01-22,70.24025120465853
New York,0.7,2022-01-29,86.96857873438591
New York,0.7,2022-02-05,103.69690626411328
New York,0.7,2022-02-12,107.29997501764659
New York,0.7,2022-02-19,110.9030437711799
New York,0.75,2022-01-22,77.38107261894758
New York,0.75,2022-01-29,96.45948462355443
New York,0.75,2022-02-05,115.53789662816126
New York,0.75,2022-02-12,121.81828664241155
New York,0.75,2022-02-19,128.09867665666184
New York,0.8,2022-01-22,86.88553138545944
New York,0.8,2022-01-29,109.1553643076576
New York,0.8,2022-02-05,131.42519722985577
New York,0.8,2022-02-12,142.1382642330162
New York,0.8,2022-02-19,152.85133123617663
New York,0.85,2022-01-22,100.7995803818027
New York,0.85,2022-01-29,128.12725179585814
New York,0.85,2022-02-05,155.4549232099136
New York,0.85,2022-02-12,173.70403378563043
New York,0.85,2022-02-19,191.95314436134723
New York,0.9,2022-01-22,125.18992735071168
New York,0.9,2022-01-29,162.10607380737716
New York,0.9,2022-02-05,199.02222026404263
New York,0.9,2022-02-12,231.19039645472242
New York,0.9,2022-02-19,263.3585726454022
New York,0.95,2022-01-22,192.72348124526272
New York,0.95,2022-01-29,251.4247413806197
New York,0.95,2022-02-05,310.1260015159767
New York,0.95,2022-02-12,375.0204261559745
New York,0.95,2022-02-19,439.9148507959723
New York,0.975,2022-01-22,337.57351243004393
New York,0.975,2022-01-29,409.40890075979075
New York,0.975,2022-02-05,481.2442890895375
New York,0.975,2022-02-12,582.9852285586903
New York,0.975,2022-02-19,684.7261680278432
New York,0.99,2022-01-22,717.5167984051076
New York,0.99,2022-01-29,756.6846886654437
New York,0.99,2022-02-05,795.8525789257797
New York,0.99,2022-02-12,920.5277027273698
New York,0.99,2022-02-19,1045.20282652896
Oklahoma,0.01,2022-01-22,20.47801976718741
Oklahoma,0.01,2022-01-29,17.054837807699606
Oklahoma,0.01,2022-02-05,13.6316558482118
Oklahoma,0.01,2022-02-12,13.799787674753603
Oklahoma,0.01,2022-02-19,13.967919501295407
Oklahoma,0.025,2022-01-22,31.521746438370425
Oklahoma,0.025,2022-01-29,25.638972871035516
Oklahoma,0.025,2022-02-05,19.75619930370061
Oklahoma,0.025,2022-02-12,20.000222979862592
Oklahoma,0.025,2022-02-19,20.24424665602458
Oklahoma,0.05,2022-01-22,42.41720047772497
Oklahoma,0.05,2022-01-29,34.883414765400424
Oklahoma,0.05,2022-02-05,27.34962905307588
Oklahoma,0.05,2022-02-12,27.73377771958786
Oklahoma,0.05,2022-02-19,28.11792638609984
Oklahoma,0.1,2022-01-22,55.57940828689402
Oklahoma,0.1,2022-01-29,47.081306528713704
Oklahoma,0.1,2022-02-05,38.583204770533385
Oklahoma,0.1,2022-02-12,39.60432860902601
Oklahoma,0.1,2022-02-19,40.62545244751863
Oklahoma,0.15,2022-01-22,64.72368387721285
Oklahoma,0.15,2022-01-29,56.14918805092764
Oklahoma,0.15,2022-02-05,47.57469222464243
Oklahoma,0.15,2022-02-12,49.442889343969156
Oklahoma,0.15,2022-02-19,51.31108646329588
Oklahoma,0.2,2022-01-22,72.15793773729517
Oklahoma,0.2,2022-01-29,63.83531608507528
Oklahoma,0.2,2022-02-05,55.51269443285538
Oklahoma,0.2,2022-02-12,58.274261378897705
Oklahoma,0.2,2022-02-19,61.03582832494002
Oklahoma,0.25,2022-01-22,78.70134053338532
Oklahoma,0.25,2022-01-29,70.79215966168094
Oklahoma,0.25,2022-02-05,62.88297878997656
Oklahoma,0.25,2022-02-12,66.56084748563767
Oklahoma,0.25,2022-02-19,70.23871618129877
Oklahoma,0.3,2022-01-22,84.73524739144518
Oklahoma,0.3,2022-01-29,77.35820593812622
Oklahoma,0.3,2022-02-05,69.98116448480725
Oklahoma,0.3,2022-02-12,74.59731597816162
Oklahoma,0.3,2022-02-19,79.213467471516
Oklahoma,0.35,2022-01-22,90.49848424548794
Oklahoma,0.35,2022-01-29,83.76979728746254
Oklahoma,0.35,2022-02-05,77.04111032943712
Oklahoma,0.35,2022-02-12,82.6128915383241
Oklahoma,0.35,2022-02-19,88.1846727472111
Oklahoma,0.4,2022-01-22,96.15013743768571
Oklahoma,0.4,2022-01-29,90.18965479438094
Oklahoma,0.4,2022-02-05,84.22917215107617
Oklahoma,0.4,2022-02-12,90.77892156997645
Oklahoma,0.4,2022-02-19,97.32867098887672
Oklahoma,0.45,2022-01-22,101.83752198920124
Oklahoma,0.45,2022-01-29,96.7704932890642
Oklahoma,0.45,2022-02-05,91.70346458892716
Oklahoma,0.45,2022-02-12,99.2676187859305
Oklahoma,0.45,2022-02-19,106.83177298293384
Oklahoma,0.5,2022-01-22,107.69058211543606
Oklahoma,0.5,2022-01-29,103.6616855447713
Oklahoma,0.5,2022-02-05,99.63278897410656
Oklahoma,0.5,2022-02-12,108.24570699472666
Oklahoma,0.5,2022-02-19,116.85862501534676
Oklahoma,0.55,2022-01-22,113.84144630591558
Oklahoma,0.55,2022-01-29,111.0261978309953
Oklahoma,0.55,2022-02-05,108.210949356075
Oklahoma,0.55,2022-02-12,117.9007315750265
Oklahoma,0.55,2022-02-19,127.590513793978
Oklahoma,0.6,2022-01-22,120.4497732974622
Oklahoma,0.6,2022-01-29,119.06795560164869
Oklahoma,0.6,2022-02-05,117.6861379058352
Oklahoma,0.6,2022-02-12,128.4615120455326
Oklahoma,0.6,2022-02-19,139.23688618523002
Oklahoma,0.65,2022-01-22,127.73205923486492
Oklahoma,0.65,2022-01-29,128.0569280571873
Oklahoma,0.65,2022-02-05,128.3817968795097
Oklahoma,0.65,2022-02-12,140.2395894277038
Oklahoma,0.65,2022-02-19,152.09738197589792
Oklahoma,0.7,2022-01-22,136.01056126841996
Oklahoma,0.7,2022-01-29,138.37842089847743
Oklahoma,0.7,2022-02-05,140.7462805285349
Oklahoma,0.7,2022-02-12,153.701112873155
Oklahoma,0.7,2022-02-19,166.6559452177751
Oklahoma,0.75,2022-01-22,145.7688287691211
Oklahoma,0.75,2022-01-29,150.60603871332611
Oklahoma,0.75,2022-02-05,155.44324865753114
Oklahoma,0.75,2022-02-12,169.5802474414317
Oklahoma,0.75,2022-02-19,183.7172462253323
Oklahoma,0.8,2022-01-22,157.88828776375405
Oklahoma,0.8,2022-01-29,165.78819797040626
Oklahoma,0.8,2022-02-05,173.68810817705847
Oklahoma,0.8,2022-02-12,189.27241082765983
Oklahoma,0.8,2022-02-19,204.8567134782612
Oklahoma,0.85,2022-01-22,174.0694077393837
Oklahoma,0.85,2022-01-29,186.21868563525032
Oklahoma,0.85,2022-02-05,198.36796353111697
Oklahoma,0.85,2022-02-12,216.31506031737433
Oklahoma,0.85,2022-02-19,234.26215710363172
Oklahoma,0.9,2022-01-22,198.90948450742675
Oklahoma,0.9,2022-01-29,219.30051087336716
Oklahoma,0.9,2022-02-05,239.69153723930756
Oklahoma,0.9,2022-02-12,261.9959384110112
Oklahoma,0.9,2022-02-19,284.30033958271486
Oklahoma,0.95,2022-01-22,247.2491251742334
Oklahoma,0.95,2022-01-29,293.29790271871826
Oklahoma,0.95,2022-02-05,339.3466802632031
Oklahoma,0.95,2022-02-12,373.9767598214504
Oklahoma,0.95,2022-02-19,408.60683937969776
Oklahoma,0.975,2022-01-22,305.9685969529454
Oklahoma,0.975,2022-01-29,397.5328081537971
Oklahoma,0.975,2022-02-05,489.0970193546488
Oklahoma,0.975,2022-02-12,549.0844042082628
Oklahoma,0.975,2022-02-19,609.0717890618766
Oklahoma,0.99,2022-01-22,412.4607558533703
Oklahoma,0.99,2022-01-29,607.9339874913385
Oklahoma,0.99,2022-02-05,803.4072191293067
Oklahoma,0.99,2022-02-12,928.4463235991782
Oklahoma,0.99,2022-02-19,1053.4854280690497
Vermont,0.01,2022-01-22,1.0029991290035665
Vermont,0.01,2022-01-29,1.0033286488021016
Vermont,0.01,2022-02-05,1.0036581686006365
Vermont,0.01,2022-02-12,1.0031192428511222
Vermont,0.01,2022-02-19,1.002580317101608
Vermont,0.025,2022-01-22,1.0075146961476749
Vermont,0.025,2022-01-29,1.0083426122909993
Vermont,0.025,2022-02-05,1.0091705284343238
Vermont,0.025,2022-02-12,1.0078169051972814
Vermont,0.025,2022-02-19,1.006463281960239
Vermont,0.05,2022-01-22,1.0150858629596209
Vermont,0.05,2022-01-29,1.0167555092069644
Vermont,0.05,2022-02-05,1.0184251554543078
Vermont,0.05,2022-02-12,1.015696746691206
Vermont,0.05,2022-02-19,1.0129683379281038
Vermont,0.1,2022-01-22,1.0303993091866492
Vermont,0.1,2022-01-29,1.0348251812779865
Vermont,0.1,2022-02-05,1.0392510533693238
Vermont,0.1,2022-02-12,1.0326779534978514
Vermont,0.1,2022-02-19,1.0261048536263788
Vermont,0.15,2022-01-22,1.0524075334829863
Vermont,0.15,2022-01-29,1.0588408246423786
Vermont,0.15,2022-02-05,1.065274115801771
Vermont,0.15,2022-02-12,1.0541403843747488
Vermont,0.15,2022-02-19,1.0430066529477264
Vermont,0.2,2022-01-22,1.0809609422023962
Vermont,0.2,2022-01-29,1.0925798267735891
Vermont,0.2,2022-02-05,1.104198711344782
Vermont,0.2,2022-02-12,1.0831342847067698
Vermont,0.2,2022-02-19,1.0620698580687575
Vermont,0.25,2022-01-22,1.1236942329804214
Vermont,0.25,2022-01-29,1.1452466050010885
Vermont,0.25,2022-02-05,1.166798977021756
Vermont,0.25,2022-02-12,1.1297776406514455
Vermont,0.25,2022-02-19,1.0927563042811352
Vermont,0.3,2022-01-22,1.1971758597478004
Vermont,0.3,2022-01-29,1.2323259596622713
Vermont,0.3,2022-02-05,1.267476059576742
Vermont,0.3,2022-02-12,1.211994193672776
Vermont,0.3,2022-02-19,1.15651232776881
Vermont,0.35,2022-01-22,1.3153722102922665
Vermont,0.35,2022-01-29,1.3586245786241968
Vermont,0.35,2022-02-05,1.4018769469561274
Vermont,0.35,2022-02-12,1.3879717670467309
Vermont,0.35,2022-02-19,1.374066587137334
Vermont,0.4,2022-01-22,1.4821776704270273
Vermont,0.4,2022-01-29,1.5266495122896593
Vermont,0.4,2022-02-05,1.5711213541522913
Vermont,0.4,2022-02-12,1.6623046060893998
Vermont,0.4,2022-02-19,1.7534878580265083
Vermont,0.45,2022-01-22,1.702031787183976
Vermont,0.45,2022-01-29,1.7430892349122171
Vermont,0.45,2022-02-05,1.7841466826404582
Vermont,0.45,2022-02-12,1.8896431893072454
Vermont,0.45,2022-02-19,1.9951396959740328
Vermont,0.5,2022-01-22,1.9024565909294964
Vermont,0.5,2022-01-29,1.9480393844435544
Vermont,0.5,2022-02-05,1.9936221779576124
Vermont,0.5,2022-02-12,2.1221032812444545
Vermont,0.5,2022-02-19,2.250584384531296
Vermont,0.55,2022-01-22,2.048519481813291
Vermont,0.55,2022-01-29,2.1384405640466086
Vermont,0.55,2022-02-05,2.2283616462799265
Vermont,0.55,2022-02-12,2.5237539500924457
Vermont,0.55,2022-02-19,2.8191462539049645
Vermont,0.6,2022-01-22,2.26842978649222
Vermont,0.6,2022-01-29,2.480976051620351
Vermont,0.6,2022-02-05,2.6935223167484823
Vermont,0.6,2022-02-12,2.9805010243011214
Vermont,0.6,2022-02-19,3.267479731853761
Vermont,0.65,2022-01-22,2.7444815392875874
Vermont,0.65,2022-01-29,2.956267504661689
Vermont,0.65,2022-02-05,3.16805347003579
Vermont,0.65,2022-02-12,3.6089969889944076
Vermont,0.65,2022-02-19,4.049940507953026
Vermont,0.7,2022-01-22,3.163400214073762
Vermont,0.7,2022-01-29,3.567322984186292
Vermont,0.7,2022-02-05,3.9712457542988218
Vermont,0.7,2022-02-12,4.591676308348619
Vermont,0.7,2022-02-19,5.212106862398417
Vermont,0.75,2022-01-22,3.9370421434556415
Vermont,0.75,2022-01-29,4.679096932976824
Vermont,0.75,2022-02-05,5.421151722498006
Vermont,0.75,2022-02-12,6.304251785990497
Vermont,0.75,2022-02-19,7.187351849482988
Vermont,0.8,2022-01-22,5.107078918865948
Vermont,0.8,2022-01-29,6.538089137733442
Vermont,0.8,2022-02-05,7.9690993566009345
Vermont,0.8,2022-02-12,9.23107405086838
Vermont,0.8,2022-02-19,10.493048745135823
Vermont,0.85,2022-01-22,6.906482107500291
Vermont,0.85,2022-01-29,10.127966025392405
Vermont,0.85,2022-02-05,13.34944994328452
Vermont,0.85,2022-02-12,14.780188187729006
Vermont,0.85,2022-02-19,16.21092643217349
Vermont,0.9,2022-01-22,10.409054939709469
Vermont,0.9,2022-01-29,18.787902042721043
Vermont,0.9,2022-02-05,27.166749145732616
Vermont,0.9,2022-02-12,27.694376699539372
Vermont,0.9,2022-02-19,28.222004253346128
Vermont,0.95,2022-01-22,21.58606192774856
Vermont,0.95,2022-01-29,40.9802486740289
Vermont,0.95,2022-02-05,60.37443542030923
Vermont,0.95,2022-02-12,64.18694730066584
Vermont,0.95,2022-02-19,67.99945918102244
Vermont,0.975,2022-01-22,45.8925066533652
Vermont,0.975,2022-01-29,75.46751611541214
Vermont,0.975,2022-02-05,105.04252557745907
Vermont,0.975,2022-02-12,119.55699407806117
Vermont,0.975,2022-02-19,134.07146257866324
Vermont,0.99,2022-01-22,111.43073021297454
Vermont,0.99,2022-01-29,146.7886053292752
Vermont,0.99,2022-02-05,182.1464804455759
Vermont,0.99,2022-02-12,211.21577703890807
Vermont,0.99,2022-02-19,240.28507363224023
Wyoming,0.01,2022-01-22,1.008415616346069
Wyoming,0.01,2022-01-29,1.0068976338796607
Wyoming,0.01,2022-02-05,1.0053796514132527
Wyoming,0.01,2022-02-12,1.0050827611233717
Wyoming,0.01,2022-02-19,1.0047858708334905
Wyoming,0.025,2022-01-22,1.0211720193029488
Wyoming,0.025,2022-01-29,1.0173377300916626
Wyoming,0.025,2022-02-05,1.0135034408803762
Wyoming,0.025,2022-02-12,1.0127555491349396
Wyoming,0.025,2022-02-19,1.0120076573895032
Wyoming,0.05,2022-01-22,1.0481978428760967
Wyoming,0.05,2022-01-29,1.0376935337854596
Wyoming,0.05,2022-02-05,1.0271892246948224
Wyoming,0.05,2022-02-12,1.025674361651837
Wyoming,0.05,2022-02-19,1.0241594986088511
Wyoming,0.1,2022-01-22,1.2232990399907917
Wyoming,0.1,2022-01-29,1.14357439373794
Wyoming,0.1,2022-02-05,1.063849747485088
Wyoming,0.1,2022-02-12,1.0600716028532229
Wyoming,0.1,2022-02-19,1.0562934582213577
Wyoming,0.15,2022-01-22,1.9252434383089445
