target_end_date,quantile,location_name,value,location,forecast_date
2022-02-12,0.7,Alabama,141.5343062070439,01,2022-01-24
2022-02-12,0.75,Alabama,156.46322021192117,01,2022-01-24
2022-02-12,0.8,Alabama,176.35623757087305,01,2022-01-24
2022-02-12,0.85,Alabama,205.79199511772245,01,2022-01-24
2022-02-12,0.9,Alabama,257.36359691500286,01,2022-01-24
2022-02-12,0.95,Alabama,382.4918276966336,01,2022-01-24
2022-02-12,0.975,Alabama,562.8747221395073,01,2022-01-24
2022-02-12,0.99,Alabama,880.975930769167,01,2022-01-24
2022-02-19,0.01,Alabama,12.230904429901367,01,2022-01-24
2022-02-19,0.025,Alabama,18.38424987337922,01,2022-01-24
2022-02-19,0.05,Alabama,25.791257583630212,01,2022-01-24
2022-02-19,0.1,Alabama,37.183018159433374,01,2022-01-24
2022-02-19,0.15,Alabama,46.70715194874637,01,2022-01-24
2022-02-19,0.2,Alabama,55.38114735871387,01,2022-01-24
2022-02-19,0.25,Alabama,63.631203521074234,01,2022-01-24
2022-02-19,0.3,Alabama,71.72854886910044,01,2022-01-24
2022-02-19,0.35,Alabama,79.81290270827755,01,2022-01-24
2022-02-19,0.4,Alabama,87.91156899671657,01,2022-01-24
2022-02-19,0.45,Alabama,96.14103764420068,01,2022-01-24
2022-02-19,0.5,Alabama,104.76905612223418,01,2022-01-24
2022-02-19,0.55,Alabama,114.02795845920178,01,2022-01-24
2022-02-19,0.6,Alabama,124.2179362106498,01,2022-01-24
2022-02-19,0.65,Alabama,135.80863947647512,01,2022-01-24
2022-02-19,0.7,Alabama,149.62481510622555,01,2022-01-24
2022-02-19,0.75,Alabama,167.16267698464395,01,2022-01-24
2022-02-19,0.8,Alabama,191.2800402904415,01,2022-01-24
2022-02-19,0.85,Alabama,228.24799246454842,01,2022-01-24
2022-02-19,0.9,Alabama,295.39908348771667,01,2022-01-24
2022-02-19,0.95,Alabama,464.4761407827026,01,2022-01-24
2022-02-19,0.975,Alabama,710.4510533771431,01,2022-01-24
2022-02-19,0.99,Alabama,1127.4255036574186,01,2022-01-24
2022-01-22,0.01,Alaska,18.260724858961655,02,2022-01-24
2022-01-22,0.025,Alaska,24.736136100441406,02,2022-01-24
2022-01-22,0.05,Alaska,33.25877835038958,02,2022-01-24
2022-01-22,0.1,Alaska,46.47081456038391,02,2022-01-24
2022-01-22,0.15,Alaska,55.13839026960355,02,2022-01-24
2022-01-22,0.2,Alaska,62.036991092531565,02,2022-01-24
2022-01-22,0.25,Alaska,67.96528874244765,02,2022-01-24
2022-01-22,0.3,Alaska,73.25967460004853,02,2022-01-24
2022-01-22,0.35,Alaska,78.17730833924462,02,2022-01-24
2022-01-22,0.4,Alaska,83.00141335090778,02,2022-01-24
2022-01-22,0.45,Alaska,87.90712406276326,02,2022-01-24
2022-01-22,0.5,Alaska,92.99886841291337,02,2022-01-24
2022-01-22,0.55,Alaska,98.38647523420545,02,2022-01-24
2022-01-22,0.6,Alaska,104.21398255037762,02,2022-01-24
2022-01-22,0.65,Alaska,110.67863019792263,02,2022-01-24
2022-01-22,0.7,Alaska,118.06314575863513,02,2022-01-24
2022-01-22,0.75,Alaska,126.86120034759094,02,2022-01-24
2022-01-22,0.8,Alaska,137.93394626191696,02,2022-01-24
2022-01-22,0.85,Alaska,153.0338957461157,02,2022-01-24
2022-01-22,0.9,Alaska,177.00883335024133,02,2022-01-24
2022-01-22,0.95,Alaska,230.6217912935734,02,2022-01-24
2022-01-22,0.975,Alaska,308.329858157245,02,2022-01-24
2022-01-22,0.99,Alaska,486.04985376776466,02,2022-01-24
2022-01-29,0.01,Alaska,17.66391851020508,02,2022-01-24
2022-01-29,0.025,Alaska,24.70011120314012,02,2022-01-24
2022-01-29,0.05,Alaska,32.99240651896529,02,2022-01-24
2022-01-29,0.1,Alaska,45.154868409908204,02,2022-01-24
2022-01-29,0.15,Alaska,53.80122219334088,02,2022-01-24
2022-01-29,0.2,Alaska,61.010671628534226,02,2022-01-24
2022-01-29,0.25,Alaska,67.44790070756382,02,2022-01-24
